0.00000	0.00000
0.00010	0.03141
0.00020	0.06279
0.00030	0.09411
0.00040	0.12533
0.00050	0.15643
0.00060	0.18738
0.00070	0.21814
0.00080	0.24869
0.00090	0.27899
0.00100	0.30902
0.00110	0.33874
0.00120	0.36812
0.00130	0.39715
0.00140	0.42578
0.00150	0.45399
0.00160	0.48175
0.00170	0.50904
0.00180	0.53583
0.00190	0.56208
0.00200	0.58779
0.00210	0.61291
0.00220	0.63742
0.00230	0.66131
0.00240	0.68455
0.00250	0.70711
0.00260	0.72897
0.00270	0.75011
0.00280	0.77051
0.00290	0.79016
0.00300	0.80902
0.00310	0.82708
0.00320	0.84433
0.00330	0.86074
0.00340	0.87631
0.00350	0.89101
0.00360	0.90483
0.00370	0.91775
0.00380	0.92978
0.00390	0.94088
0.00400	0.95106
0.00410	0.96029
0.00420	0.96858
0.00430	0.97592
0.00440	0.98229
0.00450	0.98769
0.00460	0.99211
0.00470	0.99556
0.00480	0.99803
0.00490	0.99951
0.00500	1.00000
0.00510	0.99951
0.00520	0.99803
0.00530	0.99556
0.00540	0.99211
0.00550	0.98769
0.00560	0.98229
0.00570	0.97592
0.00580	0.96858
0.00590	0.96029
0.00600	0.95106
0.00610	0.94088
0.00620	0.92978
0.00630	0.91775
0.00640	0.90483
0.00650	0.89101
0.00660	0.87631
0.00670	0.86074
0.00680	0.84433
0.00690	0.82708
0.00700	0.80902
0.00710	0.79016
0.00720	0.77051
0.00730	0.75011
0.00740	0.72897
0.00750	0.70711
0.00760	0.68455
0.00770	0.66131
0.00780	0.63742
0.00790	0.61291
0.00800	0.58779
0.00810	0.56208
0.00820	0.53583
0.00830	0.50904
0.00840	0.48175
0.00850	0.45399
0.00860	0.42578
0.00870	0.39715
0.00880	0.36812
0.00890	0.33874
0.00900	0.30902
0.00910	0.27899
0.00920	0.24869
0.00930	0.21814
0.00940	0.18738
0.00950	0.15643
0.00960	0.12533
0.00970	0.09411
0.00980	0.06279
0.00990	0.03141
0.01000	0.00000
0.01010	-0.03141
0.01020	-0.06279
0.01030	-0.09411
0.01040	-0.12533
0.01050	-0.15643
0.01060	-0.18738
0.01070	-0.21814
0.01080	-0.24869
0.01090	-0.27899
0.01100	-0.30902
0.01110	-0.33874
0.01120	-0.36812
0.01130	-0.39715
0.01140	-0.42578
0.01150	-0.45399
0.01160	-0.48175
0.01170	-0.50904
0.01180	-0.53583
0.01190	-0.56208
0.01200	-0.58779
0.01210	-0.61291
0.01220	-0.63742
0.01230	-0.66131
0.01240	-0.68455
0.01250	-0.70711
0.01260	-0.72897
0.01270	-0.75011
0.01280	-0.77051
0.01290	-0.79016
0.01300	-0.80902
0.01310	-0.82708
0.01320	-0.84433
0.01330	-0.86074
0.01340	-0.87631
0.01350	-0.89101
0.01360	-0.90483
0.01370	-0.91775
0.01380	-0.92978
0.01390	-0.94088
0.01400	-0.95106
0.01410	-0.96029
0.01420	-0.96858
0.01430	-0.97592
0.01440	-0.98229
0.01450	-0.98769
0.01460	-0.99211
0.01470	-0.99556
0.01480	-0.99803
0.01490	-0.99951
0.01500	-1.00000
0.01510	-0.99951
0.01520	-0.99803
0.01530	-0.99556
0.01540	-0.99211
0.01550	-0.98769
0.01560	-0.98229
0.01570	-0.97592
0.01580	-0.96858
0.01590	-0.96029
0.01600	-0.95106
0.01610	-0.94088
0.01620	-0.92978
0.01630	-0.91775
0.01640	-0.90483
0.01650	-0.89101
0.01660	-0.87631
0.01670	-0.86074
0.01680	-0.84433
0.01690	-0.82708
0.01700	-0.80902
0.01710	-0.79016
0.01720	-0.77051
0.01730	-0.75011
0.01740	-0.72897
0.01750	-0.70711
0.01760	-0.68455
0.01770	-0.66131
0.01780	-0.63742
0.01790	-0.61291
0.01800	-0.58779
0.01810	-0.56208
0.01820	-0.53583
0.01830	-0.50904
0.01840	-0.48175
0.01850	-0.45399
0.01860	-0.42578
0.01870	-0.39715
0.01880	-0.36812
0.01890	-0.33874
0.01900	-0.30902
0.01910	-0.27899
0.01920	-0.24869
0.01930	-0.21814
0.01940	-0.18738
0.01950	-0.15643
0.01960	-0.12533
0.01970	-0.09411
0.01980	-0.06279
0.01990	-0.03141
0.02000	-0.00000
0.02010	0.03141
0.02020	0.06279
0.02030	0.09411
0.02040	0.12533
0.02050	0.15643
0.02060	0.18738
0.02070	0.21814
0.02080	0.24869
0.02090	0.27899
0.02100	0.30902
0.02110	0.33874
0.02120	0.36812
0.02130	0.39715
0.02140	0.42578
0.02150	0.45399
0.02160	0.48175
0.02170	0.50904
0.02180	0.53583
0.02190	0.56208
0.02200	0.58779
0.02210	0.61291
0.02220	0.63742
0.02230	0.66131
0.02240	0.68455
0.02250	0.70711
0.02260	0.72897
0.02270	0.75011
0.02280	0.77051
0.02290	0.79016
0.02300	0.80902
0.02310	0.82708
0.02320	0.84433
0.02330	0.86074
0.02340	0.87631
0.02350	0.89101
0.02360	0.90483
0.02370	0.91775
0.02380	0.92978
0.02390	0.94088
0.02400	0.95106
0.02410	0.96029
0.02420	0.96858
0.02430	0.97592
0.02440	0.98229
0.02450	0.98769
0.02460	0.99211
0.02470	0.99556
0.02480	0.99803
0.02490	0.99951
0.02500	1.00000
0.02510	0.99951
0.02520	0.99803
0.02530	0.99556
0.02540	0.99211
0.02550	0.98769
0.02560	0.98229
0.02570	0.97592
0.02580	0.96858
0.02590	0.96029
0.02600	0.95106
0.02610	0.94088
0.02620	0.92978
0.02630	0.91775
0.02640	0.90483
0.02650	0.89101
0.02660	0.87631
0.02670	0.86074
0.02680	0.84433
0.02690	0.82708
0.02700	0.80902
0.02710	0.79016
0.02720	0.77051
0.02730	0.75011
0.02740	0.72897
0.02750	0.70711
0.02760	0.68455
0.02770	0.66131
0.02780	0.63742
0.02790	0.61291
0.02800	0.58779
0.02810	0.56208
0.02820	0.53583
0.02830	0.50904
0.02840	0.48175
0.02850	0.45399
0.02860	0.42578
0.02870	0.39715
0.02880	0.36812
0.02890	0.33874
0.02900	0.30902
