0.00000	0.00000
0.00010	0.03052
0.00020	0.06135
0.00030	0.09150
0.00040	0.12227
0.00050	0.15307
0.00060	0.18409
0.00070	0.21506
0.00080	0.24484
0.00090	0.27447
0.00100	0.30429
0.00110	0.33375
0.00120	0.36337
0.00130	0.39253
0.00140	0.42127
0.00150	0.44905
0.00160	0.47578
0.00170	0.50229
0.00180	0.52819
0.00190	0.55400
0.00200	0.57994
0.00210	0.60530
0.00220	0.62915
0.00230	0.65287
0.00240	0.67562
0.00250	0.69784
0.00260	0.71914
0.00270	0.74052
0.00280	0.76093
0.00290	0.78027
0.00300	0.79869
0.00310	0.81655
0.00320	0.83368
0.00330	0.85005
0.00340	0.86543
0.00350	0.87964
0.00360	0.89311
0.00370	0.90576
0.00380	0.91791
0.00390	0.92887
0.00400	0.93898
0.00410	0.94814
0.00420	0.95615
0.00430	0.96340
0.00440	0.96967
0.00450	0.97511
0.00460	0.97958
0.00470	0.98298
0.00480	0.98536
0.00490	0.98679
0.00500	0.98728
0.00510	0.98679
0.00520	0.98533
0.00530	0.98289
0.00540	0.97938
0.00550	0.97494
0.00560	0.96947
0.00570	0.96291
0.00580	0.95555
0.00590	0.94726
0.00600	0.93800
0.00610	0.92765
0.00620	0.91625
0.00630	0.90384
0.00640	0.89088
0.00650	0.87703
0.00660	0.86179
0.00670	0.84600
0.00680	0.82929
0.00690	0.81144
0.00700	0.79358
0.00710	0.77473
0.00720	0.75481
0.00730	0.73457
0.00740	0.71288
0.00750	0.69024
0.00760	0.66686
0.00770	0.64305
0.00780	0.61899
0.00790	0.59473
0.00800	0.56890
0.00810	0.54322
0.00820	0.51723
0.00830	0.48968
0.00840	0.46234
0.00850	0.43402
0.00860	0.40592
0.00870	0.37653
0.00880	0.34714
0.00890	0.31742
0.00900	0.28801
0.00910	0.25717
0.00920	0.22714
0.00930	0.19572
0.00940	0.16427
0.00950	0.13315
0.00960	0.10226
0.00970	0.07035
0.00980	0.03802
0.00990	0.00589
0.01000	-0.02613
0.01010	-0.05859
0.01020	-0.09110
0.01030	-0.12229
0.01040	-0.15314
0.01050	-0.18500
0.01060	-0.21576
0.01070	-0.24765
0.01080	-0.27856
0.01090	-0.30927
0.01100	-0.33897
0.01110	-0.36876
0.01120	-0.39889
0.01130	-0.42766
0.01140	-0.45611
0.01150	-0.48402
0.01160	-0.51245
0.01170	-0.53979
0.01180	-0.56733
0.01190	-0.59357
0.01200	-0.61994
0.01210	-0.64582
0.01220	-0.67007
0.01230	-0.69466
0.01240	-0.71839
0.01250	-0.74148
0.01260	-0.76329
0.01270	-0.78501
0.01280	-0.80557
0.01290	-0.82507
0.01300	-0.84418
0.01310	-0.86207
0.01320	-0.87911
0.01330	-0.89572
0.01340	-0.91126
0.01350	-0.92580
0.01360	-0.93960
0.01370	-0.95260
0.01380	-0.96448
0.01390	-0.97584
0.01400	-0.98633
0.01410	-0.99547
0.01420	-1.00366
0.01430	-1.01113
0.01440	-1.01746
0.01450	-1.02283
0.01460	-1.02735
0.01470	-1.03090
0.01480	-1.03338
0.01490	-1.03488
0.01500	-1.03537
0.01510	-1.03489
0.01520	-1.03344
0.01530	-1.03105
0.01540	-1.02773
0.01550	-1.02347
0.01560	-1.01804
0.01570	-1.01184
0.01580	-1.00449
